vocab_id,vocab_new_id,word,meaning_ko,example_en,example_ko,동의어,entry_type,is_phrase,day,related_forms,source_list,source_count,priority_group
162,11,back up,~을 지원하다,You should back up your files.,파일을 백업(지원)해야 한다.,"support, copy",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
103,12,apply,"1. 신청하다, 지원하다 2. 적용되다 3. 바르다",You should apply the cream to your face.,당신은 그 크림을 얼굴에 발라야 한다.,"administer, use",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,8,A_능률본문
1416,13,reap,"(농작물을) 베어들이다, 수확하다",You reap what you sow.,뿌린 대로 거둔다(수확하다).,"harvest, gather",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록,2,A_능률본문
4408,14,permission,"승인, 허락",You need permission to enter.,들어가려면 허락(허가)이 필요하다.,"authorization, consent",word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
20,15,access,"접근(성), 이용        접근하다",You need a password to access the system.,시스템에 접속하려면 비밀번호가 필요하다.,"entry, approach",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,6,A_능률본문
420,16,context,1. 문맥 2. (사건 따위의) 정황,You must understand the context.,당신은 맥락(문맥)을 이해해야 한다.,"background, setting",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | 기존 엑셀 통합본,8,A_능률본문
1691,17,submit,"1. 제출하다 2. 복종[굴복]하다 3. 제안하다, 진술하다",You must submit the report by tomorrow.,내일까지 보고서를 제출(굴복하다)해야 한다.,"present, yield",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,9,A_능률본문
1645,18,stand up for,"~을 옹호하다, 지지하다",You must stand up for your rights.,당신은 당신의 권리를 옹호(지지)해야 한다.,"defend, support",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
1438,19,register,"1. 등록하다 2. 기록하다 3. 신청하다               등록, 등록부",You must register for the class.,당신은 그 수업에 등록(기록하다/등록기)해야 한다.,"enroll, record",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,5,A_능률본문
1203,20,obey,"복종하다, 따르다, 준수하다 (            disobey)",You must obey the rules.,당신은 규칙을 따라야(복종하다) 한다.,"comply, follow",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록,3,A_능률본문
1095,21,maintain,"1. 유지하다, 지속하다 2. 주장하다 ( claim)",You must maintain your car.,당신은 차를 유지(관리/주장)해야 한다.,"keep, preserve",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,8,A_능률본문
1515,22,rule,"1. 규칙, 원칙 2. 지배, 통치            지배하다, 통치하다",You must follow the rules.,당신은 규칙(규칙/지배/지배하다)을 따라야 한다.,"law, regulation",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000,5,A_능률본문
2215,23,enroll,/ enrol             동 등록하다 (= register); 입학[입회]시키다,You must enroll by next week.,다음 주까지 등록해야 한다.,"register, sign up",word,FALSE,3,,PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,5,B_어휘끝
596,24,do over,1. 다시 하다 2. 다시 꾸미다,You must do the work over.,당신은 그 일을 다시 해야 한다.,"repeat, redo",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
365,25,comply,"(법·명령 등에) 따르다, 준수하다",You must comply with the rules.,당신은 규칙을 따라야(준수하다) 한다.,"obey, follow",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,3,A_능률본문
1969,26,answer for,"(~에 대해) 책임지다, 보증하다",You must answer for your actions.,당신은 당신의 행동에 책임을 져야 한다.,be responsible for,word,TRUE,,,PDF: 어휘끝 수능,1,B_어휘끝
398,27,consequence,"1. 결과, 영향 2. 중요성",You must accept the consequences.,당신은 결과(영향)를 받아들여야 한다.,"result, outcome",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | 기존 엑셀 통합본,5,A_능률본문
1123,28,may as well,~하는 게 좋다,You may as well go home.,집에 가는 편이 낫겠다.,might as well,word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
4489,29,premium,"수수료, 프리미엄",You have to pay a premium.,당신은 할증료(보험료/고급의)를 내야 한다.,"bonus, fee",word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
1206,30,obligation,"의무, 책임",You have an obligation to help.,당신은 도울 의무(책임)가 있다.,"duty, responsibility",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000,3,A_능률본문
527,31,deserve,"~할 가치가 있다, ~을 받을 만하다",You deserve a reward.,당신은 보상을 받을 자격이 있다.,"merit, earn",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000,4,A_능률본문
1657,32,stay over,"하룻밤 머물다, 외박하다",You can stay over at my house.,우리 집에서 자고 가도(머무르다) 된다.,spend the night,word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
6274,33,rely,"의지하다, 믿다",You can rely on my help.,당신은 내 도움에 의지(신뢰하다)할 수 있다.,"depend, trust",word,FALSE,4,,PDF: 능률_고교기본 일별 단어 목록 | PDF: 워드마스터 수능2000,2,D_기타
4,34,You can learn,당신은 배울 수 있다,You can learn many things from books.,당신은 책으로부터 많은 것을 배울 수 있다.,"acquire, study",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
447,35,count on,"기대다, 의존하다",You can always count on me.,당신은 언제나 나를 믿을(의지할) 수 있다.,"rely on, depend on",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
45,36,adjust,"1. 적응하다 ( adapt) 2. 조정하다, 맞추다",You can adjust the volume with this button.,이 버튼으로 음량을 조절할 수 있습니다.,"modify, adapt",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,9,A_능률본문
6628,37,yeast,"효모, 이스트",Yeast is used to make bread.,효모(이스트)는 빵을 만드는 데 사용된다.,leaven,word,FALSE,71,,PDF: 워드마스터 수능2000,1,D_기타
1243,38,outlet,"1. 배출구, 표현 수단 2. 직판점, 아울렛 3. 【전기】 콘센트",Writing is an emotional outlet for her.,글쓰기는 그녀에게 감정적 배출구(코드/상점)이다.,"vent, shop",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | 기존 엑셀 통합본,3,A_능률본문
6623,39,wrap,"싸다, 포장하다",Wrap the gift in paper.,선물을 종이로 싸라(포장지).,"cover, envelope",word,FALSE,8,,PDF: 능률_고교기본 일별 단어 목록,1,D_기타
1305,40,pile up,1. ~을 쌓다 2. 축적하다,Work is starting to pile up.,일이 쌓이기(축적되다) 시작한다.,"accumulate, stack",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장,2,A_능률본문
198,41,biomass,"1. 생물량 2. 바이오매스(에너지원으로 이용되는 생물체 폐기물, 생물 자원)",Wood is a form of biomass.,나무는 바이오매스의 한 형태이다.,organic matter,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | 기존 엑셀 통합본,3,A_능률본문
755,42,float,"(물 위에) 뜨다, (물 위·공중에서) 떠다니다",Wood floats on water.,나무는 물에 뜬다(떠다니다).,"drift, sail",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000,5,A_능률본문
1148,43,minority,1. 소수(파) 2. 소수 민족,Women are a minority in the field.,그 분야에서 여성은 소수(소수 민족)이다.,small group,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능,4,A_능률본문
6618,44,wipe,닦다,Wipe the table with a cloth.,천으로 테이블을 닦아라(씻어내다).,"clean, brush",word,FALSE,26,,PDF: 능률_고교기본 일별 단어 목록,1,D_기타
5336,45,barrel,"통, 배럴",Wine is aged in wooden barrels.,와인은 나무 통에서 숙성된다.,"cask, vat",word,FALSE,95,,PDF: 워드마스터 수능2000,1,D_기타
331,46,come over,"1. 오다, 찾아오다 2. 엄습하다",Why don't you come over tonight?,오늘 밤 우리 집에 들르지 않을래?,"visit, drop by",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 어휘끝 수능,2,A_능률본문
4921,47,successor,"계승자, 후임자",Who is the successor to the throne?,왕위 계승자(후임자)는 누구입니까?,"heir, follower",word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
4590,48,recipient,"수혜자, (어떤 것을) 받는 사람",Who is the recipient of the award?,수상자(수령인)는 누구입니까?,"receiver, winner",word,FALSE,,,PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장,2,C_EBS
156,49,author,"저자, 작가",Who is the author of this book?,이 책의 저자는 누구입니까?,"writer, creator",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | 기존 엑셀 통합본,5,A_능률본문
4669,50,responsible,원인이 되는,Who is responsible for this mess?,이 엉망진창인 상태에 대해 누구에게 책임(원인이 되는)이 있나요?,"accountable, liable",word,FALSE,22,,PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록,2,C_EBS
926,51,in charge,"(of)   (~을) 맡고 있는, 담당의",Who is in charge of this project?,이 프로젝트의 책임자(맡고 있는)는 누구입니까?,"responsible, leading",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
4696,52,route,"(지나는) 길, 경로",Which route should we take?,우리는 어느 경로(길/노선)로 가야 하나요?,"path, way",word,FALSE,24,,PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,4,C_EBS
3386,53,direction,방향,Which direction are we going?,우리는 어느 방향으로 가고 있나요?,"way, path",word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
5074,54,type,"(특정한 성격·특징 등을 지닌) 요원,",What type of car do you have?,어떤 유형(타이핑하다/활자)의 차를 가지고 있나요?,"kind, sort",word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
1357,55,profession,"직업, 전문직",What is your profession?,당신의 직업(전문직)은 무엇입니까?,"occupation, career",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | 기존 엑셀 통합본,5,A_능률본문
1216,56,occupation,"직업, 업무",What is your occupation?,당신의 직업(점령/거주)은 무엇입니까?,"job, profession",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록,3,A_능률본문
1176,57,name,B의 이름을 따서 A의 이름을 짓다,What is your name?,당신의 이름(명평/지명하다)은 무엇입니까?,"title, identity",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장,2,A_능률본문
3594,58,favorite,가장 좋아하는 사람[것],What is your favorite color?,당신이 가장 좋아하는(좋아하는 사람/물건) 색은 무엇인가요?,"best-loved, preferred",word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
1655,59,status,"지위, 신분",What is your current social status?,당신의 현재 사회적 지위(상태)는 무엇입니까?,"rank, condition",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,6,A_능률본문
6452,60,stuff,재료; 물건,What is this sticky stuff?,이 끈적끈적한 물건(물질/채우다)은 무엇인가요?,"material, substance",word,FALSE,,,기존 엑셀 통합본,1,D_기타
1417,61,reason,"1. 이유 2. 근거 3. 이성             판단하다, 추론하다",What is the reason for your delay?,지연된 이유(근거/이성/판단하다)가 무엇인가요?,"cause, logic",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | 기존 엑셀 통합본,6,A_능률본문
1389,62,purpose,"목적, 의도",What is the purpose of this study?,이 연구의 목적(의도)은 무엇입니까?,"goal, intent",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록,4,A_능률본문
1953,63,agenda,"명 의제, 안건 ((특정 시기에 정치적으로 중요한 이슈))",What is the next item on the agenda?,의제의 다음 항목은 무엇입니까?,"schedule, program",word,FALSE,,,PDF: 어휘끝 수능 | 기존 엑셀 통합본,2,B_어휘끝
461,64,criterion,"표준, 기준, 척도 (복수형 criteria)",What is the main criterion?,주요 기준(척도)은 무엇입니까?,"standard, measure",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록,4,A_능률본문
1643,65,stand for,"상징하다, 의미하다",What does BBC stand for?,BBC는 무엇의 약자인가요(상징하다/지지하다)?,"represent, symbolize",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 어휘끝 수능,2,A_능률본문
5179,66,want,"부족, 결핍",What do you want to do?,당신은 무엇을 하기 원하시나요(부족)?,"desire, wish",word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
987,67,intend,1. 의도하다 2. ~할 작정이다,What do you intend to do?,당신은 무엇을 할 의도(작정)인가요?,"plan, aim",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000,4,A_능률본문
2119,68,criteria,"명 ((criterion의 복수형)) 기준, 표준",What are the criteria for selection?,선정 기준(표준)은 무엇인가요?,"standards, gauges",word,FALSE,30,,PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,2,B_어휘끝
1103,69,mammal,"포유류, 포유동물",Whales are mammals.,고래는 포유동물이다.,warm-blooded animal,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,5,A_능률본문
2683,70,synonymous,형 1. 동의어[유의어]의 2. 아주 밀접한,Wealth is not always synonymous with happiness.,부유함이 언제나 행복과 동의어인(같은 뜻인) 것은 아니다.,"equivalent, identical",word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
1868,71,utmost,"최대의, 극도의          최대한도",We will do our utmost to help.,우리는 돕기 위해 최선(최대한의)을 다할 것이다.,"greatest, extreme",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,5,A_능률본문
1739,72,symphony,"교향곡, 심포니",We went to a symphony concert.,우리는 교향곡 연주회에 갔다.,orchestral music,word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,3,A_능률본문
6479,73,symphony,교향곡 (symphony의 오타),We went to a symphony concert.,우리는 교향곡 연주회에 갔다.,orchestral music,word,FALSE,40,,PDF: 능률_고교필수2000 일별 단어 목록,1,D_기타
3319,74,cruise,천천히 달리다,We went on a luxury cruise.,우리는 호화 크루즈(유람선) 여행을 갔다.,"voyage, sail",word,FALSE,,,PDF: 2022 수능완성 단어장,1,C_EBS
2237,75,excursion,"명 짧은 여행, 소풍",We went on a day excursion to the lake.,우리는 호수로 당일 여행(소풍)을 갔다.,"trip, outing",word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
3544,76,exhibition,"전시, 전시회",We visited an art exhibition.,우리는 미술 전시회(전시/드러냄)를 방문했다.,"show, display",word,FALSE,,,PDF: 2022 수능완성 단어장,2,C_EBS
1866,77,use up,"~을 다 써버리다, 소모하다",We used up all the sugar.,우리는 설탕을 다 써버렸다.,"consume, exhaust",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
2052,78,bypass,동 우회하다 명 우회 도로,We took the bypass to avoid traffic.,우리는 교통 정체를 피하기 위해 우회로(우회하다)를 이용했다.,"detour, avoid",word,FALSE,95,,PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,2,B_어휘끝
2274,79,generosity,"명 너그러움, 관대함",We thanked him for his generosity.,우리는 그의 관대함(너그러움)에 감사했다.,"kindness, charity",word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
1732,80,swap,"교환하다, 바꾸다         교환(품)",We swapped our seats.,우리는 자리를 바꿨다(교환하다).,"exchange, switch",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록,2,A_능률본문
6439,81,store,"저장하다 / 축적, 저장",We store our grain in the barn.,우리는 곡물을 곳간에 저장한다(상점/비축).,"shop, accumulation",word,FALSE,,,기존 엑셀 통합본,1,D_기타
1871,82,vacation,휴가,We spent our vacation at the beach.,우리는 해변에서 휴가를 보냈다.,"holiday, break",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록,2,A_능률본문
1955,83,agreeable,형 1. 기분 좋은; 쾌활한 (↔ disagreeable 유쾌하지 않은; 무뚝뚝한),We spent an agreeable evening together.,우리는 기분 좋은 저녁을 함께 보냈다.,"pleasant, pleasing",word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
1049,84,lease,임대차 계약         임대하다,We signed a two-year lease.,우리는 2년 임대(리스) 계약에 서명했다.,"rental, contract",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 워드마스터 수능2000,3,A_능률본문
2198,85,eco-friendly,형 환경친화적인,We should use eco-friendly products.,우리는 친환경적인 제품을 사용해야 한다.,environment-friendly,word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
1074,86,local,"지역의, 현지의           주민, 현지인",We should support local businesses.,우리는 지역의(현지의) 사업체들을 지원해야 한다.,"regional, nearby",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록,5,A_능률본문
4777,87,share,"(여러 사람이 나눠 가지는 것의) 몫, 지분",We should share the profits.,우리는 이익을 공유(나누다/몫/주식)해야 한다.,"divide, stock",word,FALSE,6,,PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | 기존 엑셀 통합본,5,C_EBS
4599,88,recycle,재활용하다,We should recycle paper and plastic.,우리는 종이와 플라스틱을 재활용해야 한다.,"reuse, salvage",word,FALSE,31,,PDF: 2022 수능완성 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 워드마스터 수능2000,3,C_EBS
595,89,do away with,"~을 없애다, 끝내다",We should do away with old rules.,우리는 낡은 규칙들을 폐지해야(없애야) 한다.,"abolish, eliminate",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 어휘끝 수능,2,A_능률본문
480,90,cut down,"~을 베어 넘어뜨리다, 벌목하다",We should cut down on plastic use.,우리는 플라스틱 사용을 줄여야 한다.,"reduce, decrease",word,TRUE,,,PDF: 2022 능률VOCA 고교필수 2000,1,A_능률본문
347,91,common,"1. 일반의, 흔한 ( rare) 2. 공통의",We share a common goal.,우리는 공통의(흔한) 목표를 공유한다.,"ordinary, shared",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 2022 수능특강 단어장 | PDF: 능률_고교기본 일별 단어 목록 | PDF: 능률_고교필수2000 일별 단어 목록,4,A_능률본문
2630,92,shade,명 그늘 동 그늘지게 하다,We sat in the shade of a tree.,우리는 나무 그늘(색조/가리개)에 앉았다.,"shadow, hue",word,FALSE,,,PDF: 2022 수능완성 단어장 | PDF: 어휘끝 수능 | 기존 엑셀 통합본,3,B_어휘끝
1459,93,rent,"임대하다, 빌리다          세, 집세",We rented a car for the trip.,우리는 여행을 위해 차를 임차(임대료/빌리다)했다.,"lease, hire",word,FALSE,,,PDF: 2022 능률VOCA 고교필수 2000 | PDF: 능률_고교필수2000 일별 단어 목록 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,4,A_능률본문
2578,94,reception,"명 1. 접수처, 안내 데스크 2. 환영(회) 3. (전화 등의) 수신 (상태)",We received a warm reception.,우리는 따뜻한 환대(수신/접수처)를 받았다.,"welcome, signal",word,FALSE,41,,PDF: 2022 수능완성 단어장 | PDF: 어휘끝 수능 | PDF: 워드마스터 수능2000,3,B_어휘끝
2101,95,cordial,"형 마음에서 우러난 (= sincere); 다정한, 따뜻한",We received a cordial welcome.,우리는 진심 어린(정중한) 환영을 받았다.,"friendly, warm",word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
6487,96,target,"목표, 대상",We reached our target.,우리는 목표(대상/겨냥하다)에 도달했다.,"goal, aim",word,FALSE,14,,PDF: 능률_고교기본 일별 단어 목록 | PDF: 워드마스터 수능2000,2,D_기타
3368,97,destination,"목적지, 행선지",We reached our destination.,우리는 목적지에 도착했다.,"goal, endpoint",word,FALSE,22,,PDF: 2022 수능완성 단어장 | PDF: 2022 수능특강 단어장 | PDF: 워드마스터 수능2000 | 기존 엑셀 통합본,4,C_EBS
2120,98,crossroads,"명 1. 교차로, 네거리 2. (중요한) 갈림길, 기로 (= turning point)",We reached a crossroads in life.,우리는 인생의 갈림길(교차로)에 도달했다.,"intersection, junction",word,FALSE,,,PDF: 어휘끝 수능,1,B_어휘끝
